timestamp	202001272006	202001272100	202001272200	202001272300	202001280000	202001280100	202001280200	202001280300	202001280400	202001280500	202001280600	202001280700	202001280800	202001280900	202001281000	202001281100
武汉	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42
黄冈	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
孝感	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
荆门	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
咸宁	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
荆州	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
随州	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
襄阳	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
十堰	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
鄂州	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
黄石	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
宜昌	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
恩施州	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
仙桃	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
天门	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
潜江	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
神农架林区	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
广州	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
深圳	2	2	3	3	3	3	3	3	3	3	3	3	4	4	4	4
佛山	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
珠海	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
惠州	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
阳江	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
中山	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
湛江	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
清远	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
汕头	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
韶关	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
肇庆	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
揭阳	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
梅州	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
东莞	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
汕尾	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
温州	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
杭州	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
台州	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
宁波	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
嘉兴	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
绍兴	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
金华	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
衢州	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
丽水	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
舟山	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
湖州	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
郑州	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
信阳	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
南阳	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
周口	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
安阳	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
驻马店	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
漯河	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
商丘	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
新乡	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
平顶山	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
三门峡	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
洛阳	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
开封	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
鹤壁	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
许昌	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
焦作	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
长沙	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
常德	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
岳阳	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
怀化	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
邵阳	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
益阳	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
娄底	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
株洲	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
郴州	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
永州	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
衡阳	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
湘潭	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
湘西自治州	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
万州区	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
云阳县	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
开州区	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
忠县	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
两江新区	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
长寿区	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
大渡口区	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
渝北区	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
石柱县	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
九龙坡区	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
垫江县	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
巫山县	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
巫溪县	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
江北区	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
合川区	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
永川区	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
璧山区	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
丰都县	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
奉节县	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
江津区	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
綦江区	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
铜梁区	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
潼南区	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
涪陵区	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
巴南区	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
大足区	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
梁平区	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
城口县	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
秀山县	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
黔江区	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
南岸区	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
阜阳	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
合肥	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
马鞍山	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
铜陵	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
芜湖	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
亳州	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
安庆	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
六安	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
滁州	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
黄山	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
蚌埠	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
宿州	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
宣城	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
淮北	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
淮南	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
池州	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
成都	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
绵阳	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
广安	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
自贡	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
泸州	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
南充	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
遂宁	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
达州	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
内江	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
甘孜州	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
雅安	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
乐山	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
凉山	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
资阳	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
德阳	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
眉山	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
宜宾	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
青岛	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
威海	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
济南	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
临沂	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
烟台	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
德州	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
日照	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
济宁	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
滨州	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
菏泽	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
潍坊	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
聊城	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
淄博	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
枣庄	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
泰安	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
海淀	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
朝阳	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
外地来京人员	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
西城	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
昌平	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
通州	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
大兴	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
丰台	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
石景山	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
东城	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
顺义	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
南昌	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
赣州	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
宜春	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
九江	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
抚州	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
上饶	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
新余	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
吉安	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1
萍乡	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1
景德镇	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
鹰潭	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
苏州	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
南京	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
常州	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
徐州	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
无锡	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
南通	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
扬州	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
泰州	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
连云港	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
宿迁	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
镇江	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
淮安	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
盐城	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
外地来沪人员	3	3	3	3	3	3	3	3	3	3	3	3	3	0	0	0
浦东	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
长宁	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
静安	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
徐汇	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
虹口	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
闵行	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
青浦	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
黄浦	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
宝山	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
嘉定	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
奉贤	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
福州	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
泉州	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
莆田	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
宁德	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
漳州	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
厦门	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
三明	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
南平	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
桂林	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
北海	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
柳州	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
南宁	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
梧州	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
河池	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
防城港	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
百色	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
玉林	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
三亚	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
海口	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
万宁	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
儋州	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
澄迈县	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
临高县	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
陵水县	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
琼海市	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
东方市	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
琼中县	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
西安	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
安康	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
铜川	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
咸阳	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
汉中	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
延安	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
商洛	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
渭南	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
石家庄	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
廊坊	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
沧州	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
邯郸	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
保定	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
邢台	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
衡水	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
承德	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
唐山	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
哈尔滨	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
绥化	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
大庆	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
齐齐哈尔	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
七台河	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
牡丹江	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
佳木斯	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
双鸭山	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
沈阳	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
大连	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
丹东	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
铁岭	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
葫芦岛	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
本溪	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
盘锦	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
营口	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
昆明	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
丽江	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
保山	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
曲靖	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
红河	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
大理	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
德宏	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
西双版纳	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
玉溪	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
昭通	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
河北区	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
河东区	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
河西区	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
外地来津	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
滨海新区	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
和平区	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
南开区	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
西青区	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
红桥区	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
晋中	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
太原	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
运城	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
吕梁	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
朔州	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
阳泉	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
大同	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
长治	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
临汾	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
兰州	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
临夏	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
白银	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
定西	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
张掖	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
陇南	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
金昌	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
天水	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
包头市昆都仑区	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
呼伦贝尔满洲里	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
锡林郭勒盟锡林浩特	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
锡林郭勒盟二连浩特	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
鄂尔多斯东胜区	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
鄂尔多斯鄂托克前旗	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
赤峰市松山区	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
赤峰市林西县	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
呼伦贝尔牙克石	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
兴安盟乌兰浩特	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
通辽市经济开发区	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
银川	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
吴忠	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
中卫	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
固原	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
乌鲁木齐	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
伊犁州	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
吐鲁番市	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
第七师	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
第八师石河子市	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
黔南州	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
铜仁	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
贵阳	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
黔西南州	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
六盘水	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
吉林	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
松原	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
长春	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
四平	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
公主岭	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
西宁	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
白银市	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
金昌市	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
天水市	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
凉山州	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
邯郸市	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
包头市东河区	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
安阳市	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
浦东新区	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
长宁区	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
静安区	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
徐汇区	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
虹口区	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
闵行区	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
青浦区	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
黄浦区	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
宝山区	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
嘉定区	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
奉贤区	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
